game_id,name,no_of_reviews,percent,rates,pegi_rate,price
868780,I Cyborg,0,0,0,-,599
768270,Lisssn,0,0,0,-,999
1247130,War Thunder Air Forces Vol1 Original Game Soundtrack,0,0,0,t,199
699150,Rex Another Island,0,0,0,-,299
15900,7 Wonders II,0,0,0,e,0
1019230,MrHack Jack Robot Detective,0,0,0,-,149
242130,Vector Thrust,503,52,3,-,249
1175470,Shines Adventures 6 Go Girls,0,0,0,-,299
978670,Christmas Clicker Idle Gift Builder,29,55,3,-,0
978670,Christmas Clicker Idle Gift Builder,29,55,3,-,0
297490,Spy Chameleon  RGB Agent,109,87,3,-,499
918110,Animus  Stand Alone,0,0,0,t,999
652890,Vanguard Knights,0,0,0,-,499
1300360,Neglected,160,88,3,-,0
666630,The Captives Plot of the Demiurge,0,0,0,-,0
575900,Mosaics Galore 2,0,0,0,-,499
2850,X Tension,57,73,2,-,499
333330,Song of the Myrne What Lies Beneath,59,84,3,-,499
564210,Fishermurs,30,73,2,-,299
243060,Urban Chaos,147,72,2,m,699
14268, khukhrovr bundle,0,0,0,-,219
533557,DEAD OR ALIVE 5 Last Round Core Fighters Story Mode,17,47,3,m,149
11659,Detective Di The Silk Rose Murders  Soundtrack Edition,0,0,0,-,118
809530,Hypergate,0,0,0,-,119
237470,Battle Worlds Kronos,201,65,3,-,199
1035930,Nyasha,95,77,2,-,99
831710,Electronic Piano,34,38,2,-,119
2931,SoulSet  Necromancer Edition,0,0,0,-,215
806580,7th Deep,0,0,0,-,0
379640,Bloo Kid 2,50,96,3,e,399
3960,Shattered Union,96,50,3,t,499
546350,Craft Keep VR,77,64,3,-,149
1130990,Roman Adventures Britons Season 2,0,0,0,e10,599
942430,LoveChoice  Original Sound Track,0,0,0,-,199
321450,Aquadelic GT,0,0,0,-,499
379584,FSX Steam Edition  737 Extreme Sound AddOn,64,60,3,e,129
689180,Trivia Vault 1980s Trivia,46,71,2,-,999
694790,The Botanist,0,0,0,-,699
841270,Trap Part 1,173,86,3,-,0
334070,Hektor,320,64,3,-,999
846200,Bastard,100,59,3,-,899
1231520,Farmtale,55,67,3,-,999
838820,Warzone VR,23,39,2,m,999
632590,The Tale of Doris and the Dragon  Episode 2,0,0,0,-,119
46270,Star Wolves,245,79,2,-,399
656510,Epic Car Factory,80,57,3,-,999
517370,Tavernier,145,78,2,-,299
263880,Aqua Kitty  Milk Mine Defender,258,88,3,-,699
6676,Car Mechanic Simulator 2018  DLC Gold Pack,0,0,0,-,296
369550,Blacksea Odyssey,84,82,3,t,999
461230,Dashy Square,117,87,3,e,299
15970,Luxor,56,66,3,e,0
1132070,50,53,90,3,-,99
349520,Armillo,12,50,3,-,0
44620,STCC The Game 2  Expansion Pack for RACE 07,0,0,0,e,399
1108640,OMNIMUS,38,76,2,-,199
379233,FSX Steam Edition  3D Lights Redux AddOn,39,48,3,e,149
380800,Kholat Original Soundtrack,0,0,0,t,499
484350,VRZ Torment,188,70,2,-,0
1068480,Tides of Existence,0,0,0,-,100
306490,Railroad Pioneer,165,63,3,e,499
1270590,Falcon City,0,0,0,-,999
1099440,Rude Racers 2D Combat Racing,50,82,3,-,199
968420,Fururu Project  Ruby,89,95,3,-,499
1127110,Outpost,17,88,3,-,0
425410,Road to Ballhalla,0,0,0,-,149
661230,Progress Bar Simulator,0,0,0,-,99
199,?snr=1 7 7 230 150 662,0,0,0,-,199
382,Reus  REIS Bundle,0,0,0,-,359
1298050,Boinihi The Ki Codex,0,0,0,-,199
303860,Machines At War 3,26,76,2,-,149
284100,Unclaimed World,141,53,3,-,189
1295230, ,48,75,2,-,499
843010,Orb Labs Inc,21,76,2,-,899
217920,Alien Rage  Unlimited,1062,69,3,m,0
243280,Pof,52,86,3,-,699
215370,Omerta  City of Gangsters  The Con Artist DLC,0,0,0,-,499
1081870,WarForwards,0,0,0,-,0
311820,RC Mini Racers,0,0,0,-,499
882640,Ashley Clark Secret of the Ruby,0,0,0,-,999
609826,FSX Steam Edition McDonnell Douglas DC8 Series 10  40 AddOn,29,48,3,e,329
376955,Train Simulator CRH 380A High Speed Train AddOn,42,57,3,e,199
275810,7 Wonders of the Ancient World,28,78,2,-,699
745030,Squarism,0,0,0,-,299
523511,YuGiOh GX Leaders,11,63,3,e10,499
551580,Goblin and Coins,52,88,3,-,199
271990,Dreamscape,0,0,0,-,999
7860,NecroVision,691,67,3,m,499
581910,Iron Armada,17,70,2,-,999
990250,Darkness and Flame The Dark Side f2p,120,71,2,-,0
585500,Dick Wilde,0,0,0,t,149
222586,Train Simulator BR Class 87 Loco AddOn,14,71,2,e,799
340270,TIMEframe,225,80,3,-,599
235,CounterStrike 1 Anthology,0,0,0,-,149
570820,Dusty Raging Fist,0,0,0,-,0
349500,Cubicle Quest,519,76,2,-,499
500244,Train Simulator Network Southeast Class 205 Thumper DEMU AddOn,0,0,0,e,199
759000,projekt,91,91,3,e,499
1385880, ,22,81,3,-,0
1072660,Loco Parentis VR,26,46,3,-,249
643650,Ken Folletts The Pillars of the Earth  Soundtrack,0,0,0,-,299
675500,ACT IT OUT XL,10,40,3,e,119
1483,Two Tribes Classic Pack,0,0,0,-,116
325988,Train Simulator HamburgLbeck Railway Route AddOn,51,58,3,e,199
462000,Cyberpong,94,87,3,-,899
464080,Kyoto Colorful Days,105,83,3,-,999
890250,DCS M2000C  Red Flag Campaign by Baltic Dragon,14,71,2,-,119
832350,ArcheAge  Legends Return Starter Pack,42,45,3,m,199
942580,An Adventurers Tale,20,40,3,-,119
942580,An Adventurers Tale,20,40,3,-,119
297110,Cosmic DJ,761,88,3,-,299
411880,Once,59,96,3,-,299
414670,Nameless will heal your heart Lance,0,0,0,-,999
207380,eXceed 2nd  Vampire REX,150,91,3,e10,599
610310,Star Story The Horizon Escape,87,89,3,-,149
1073900,Brukel,0,0,0,-,999
395500,Rot Gut,202,87,3,-,199
673300,Alien Splatter Redux,97,94,3,-,99
689650,Les Fleursword,254,50,3,-,199
317580,DisneyPixar Toy Story Mania,16,62,3,e,199
311120,The Stalin Subway Red Veil,411,45,3,-,299
450860,Andarilho,21,66,3,-,99
404283,Construction Simulator 2015 Liebherr HTM 1204 ZA,28,78,2,-,299
652570,Mystika 3  Awakening of the dragons,0,0,0,-,499
868340,Groove Studio,41,73,2,-,119
735510,Next Day Survival OST,0,0,0,-,99
718,Neon Drive Game  Soundtrack,0,0,0,-,143
1055620,Minions Battle,71,77,2,-,99
370600,Hello Kitty and Sanrio Friends Racing,18,61,3,-,199
621010,Headmaster,0,0,0,e10,0
1208050,Shines Adventures 3 Sea Fight,0,0,0,-,299
401624,Batman Arkham Knight  Crime Fighter Challenge Pack 3,16,68,3,m,199
829210,AIdol,0,0,0,-,109
298140,Rhiannon Curse of the Four Branches,62,72,2,-,499
461360,Thorne  Son of Slaves Ep2,44,79,2,-,399
514090,Beautiful Japanese Scenery  Animated Jigsaws,163,88,3,-,999
1184450,Magic of Autumn,0,0,0,-,299
279621,Europa Universalis IV Muslim Ships Unit Pack,10,50,3,t,199
622,Age of Fear Series Bundle Complete,0,0,0,-,559
15500,The Wonderful End of the World,456,76,2,-,0
377330,Close Your Eyes Old Version,732,87,3,-,0
708890,BEATris,0,0,0,-,299
787970,miraclr  Divine Dating Sim,0,0,0,-,999
1011070,Nomads of the Fallen Star,34,76,2,-,129
547050,RYB,0,0,0,-,499
899540,PROTEST,51,64,3,-,199
785850,Valthirian Arc Hero School Story,172,61,3,-,149
550810,Abduction Bit,70,90,3,-,99
13503,Adventurer Starter Pack,0,0,0,-,206
1100900,Artifact Adventure Gaiden DX,0,0,0,-,999
724370, Halflight,92,61,3,-,149
613130,Mega Overload VR,0,0,0,-,149
1209430,Dungeon Cards,0,0,0,-,399
857060,CCCP CALLS,116,53,3,-,99
561230,Special Delivery,20,60,3,t,999
377200,Daemon Detective Gaiden,12,75,2,-,999
1096240,7 Lives,11,63,3,-,0
1274140,One Dreamer Prologue,14,100,3,-,0
857350,CopperCube 6 Game Engine,185,82,3,-,0
7340,Azada,18,77,2,e,999
432280,BattleStorm,0,0,0,-,299
490820,Fly OClock,207,84,3,-,99
324730,Caverns of the Snow Witch Standalone,23,73,2,-,499
236130,Horizon,342,57,3,-,299
357800,Please Dont Touch Anything Soundtrack,0,0,0,-,299
1191680, DiceFighter,77,71,2,-,399
1366360,HuH and the Adventures of something,0,0,0,-,99
806510,Her Lie I Tried To Believe,956,81,3,-,0
532290,Dark Train,69,82,3,-,999
903710,Headshot VR,28,60,3,-,599
856450,A Story of a Band,0,0,0,-,499
307930,Wildlife Park 2  Dino World,63,60,3,-,399
295730,Sweezy Gunner,78,80,3,-,399
319740,There Came an Echo,227,71,2,t,149
710070,Helltown,0,0,0,-,799
413500,Rocket Fist,0,0,0,-,499
727760,Umiro,72,83,3,-,299
795160,Tsundere Idol,41,63,3,-,999
14297,?snr=1 7 7 230 150 666,0,0,0,-,119
351230,Counter Spell,104,89,3,-,999
372960,Robbery Bob Man of Steal,0,0,0,-,799
551750,Survival VR,13,76,2,-,99
287720,Nostradamus The Last Prophecy,109,70,2,-,499
514580,Cooking Witch,50,92,3,-,199
1403890,SmFly Gravity Adventure,0,0,0,-,109
788700,ValeGuard,111,73,2,-,999
872470,Necro Mutex,0,0,0,-,149
14039,Shoot Them All,0,0,0,-,376
568020,Blind Love,58,96,3,t,99
504690,Woven,0,0,0,-,0
602080,Solaroids Prologue,0,0,0,-,999
856120,Next 4,86,94,3,-,99
276240,My Vet Practice  In the Country,12,75,2,-,149
540730,Slayaway Camp  Deluxe Edition DLC Pack,0,0,0,m,399
23420,Europa Universalis Rome  Gold Edition,171,67,3,e10,999
294370,Crowntakers,320,77,2,-,999
402590,Double Fine Adventure,0,0,0,-,199
1176190,Space Candy,26,76,2,-,0
494700,Eliosis Hunt,0,0,0,e10,999
15786,Paper Dolls  Collection  Soundtrack,0,0,0,-,368
50910,Professor Fizzwizzle and the Molten Mystery,0,0,0,-,699
763290,Riddlord The Consequence,52,57,3,-,599
286660,Avoid  Sensory Overload,159,84,3,-,499
673840,VR Formula,23,69,3,-,129
593740,Dragon Climax,0,0,0,-,399
4381,Mr Massagy HighCalorie Edition,0,0,0,-,558
292760,Rise of Prussia Gold,18,77,2,-,199
728930,Bomber Crew Skin Pack,0,0,0,-,199
490230,SWARMRIDERS,384,90,3,-,0
490230,SWARMRIDERS,384,90,3,-,0
553950,GRIDD Retroenhanced,0,0,0,e10,119
467490,GRAVEN The Purple Moon Prophecy,0,0,0,-,799
721,Trinelogy,0,0,0,-,455
468530,A Date in the Park,1229,86,3,m,0
364740,Magi,0,0,0,-,999
1213370,Mr Fast,0,0,0,-,99
234350,Luxor 2 HD,0,0,0,-,999
387240,Steel Rain,0,0,0,e10,999
1165140,Picross Love,17,58,3,-,199
1336950,VoxFox,0,0,0,-,299
502130,Ctrl CV,4,0,1,e10,0
2340,QUAKE II Mission Pack Ground Zero,120,60,3,m,299
343840,Trash TV,52,92,3,-,699
16039,Kaf Publishing Bundle,0,0,0,-,129
1222930,VELUCITY,81,46,3,-,149
295670,Hive Jump,192,72,2,t,199
279420,Gardens Inc  From Rakes to Riches,0,0,0,-,999
633600,Creatures Such as We,0,0,0,-,499
510610,KoiKoi Japan  UKIYOE tours Vol1,13,69,3,-,199
619810,Fabulous  Angelas High School Reunion,0,0,0,-,129
525920,Pro Cycling Manager 2017,273,66,3,-,149
645750,Rule with an Iron Fish  A Pirate Fishing Adventure,0,0,0,-,999
1403090,Cyberdoge 2077 Meme runner Soundtrack,0,0,0,-,99
13454,Pressurized Environments Bundle,0,0,0,-,356
1016760,Citizens of Space,22,77,2,t,0
666050,Rescue Team 7,0,0,0,-,699
1010870,47  The Last 47 Hours,114,93,3,-,199
293880,Dark Scavenger,137,90,3,-,499
511430,CrossWorlds Escape,91,69,3,-,119
767890,Hello Neighbors Favorite Songs,22,72,2,e10,699
898260,Juliantli,0,0,0,-,99
252250,Maia,786,41,3,-,249
302810,Divinia Chronicles Relics of GanTi,0,0,0,-,149
596620,Gas Guzzlers Combat Carnage,0,0,0,t,499
258650,Train Simulator GWR Steam Railmotor Loco AddOn,12,75,2,e,199
623160,Zombie Solitaire 2 Chapter 1,0,0,0,-,899
845970,Trivia Vault Movie Trivia,18,77,2,-,999
11590,Hospital Tycoon,340,45,3,e10,499
488690,MX Nitro Unleashed,59,76,2,e10,999
12947,Endless World  Deluxe Edition,0,0,0,-,431
366510,Ruzar  The Life Stone,93,72,2,-,129
1049840,Haramatia,0,0,0,-,99
48806,Ship Simulator Extremes Ocean Cruise Ship,0,0,0,e,399
632070,The Fidelio Incident,668,79,2,-,999
341510,Crayon Chronicles,19,73,2,e,399
1147950,Shio And Mysterious Forest,0,0,0,-,0
1279800,Legend of Towercraft,54,79,2,-,0
833910,Overchunked,75,84,3,-,199
1227160,MENTAL,35,62,3,-,249
440660,Void Vikings,0,0,0,-,499
620900,Witchinour,51,96,3,-,0
1172170,Krystopia A Puzzle Journey,0,0,0,-,499
11240,Galactic Civilizations III Ultimate Edition,0,0,0,-,998
655760,Beast Mode Night of the Werewolf,11,72,2,-,99
987290,DUSTNET,0,0,0,-,599
3610,Mystery PI  Lost in Los Angeles,0,0,0,rp,499
595560,Legend of Hand,0,0,0,-,699
577700,THE VIDEOKID,0,0,0,-,399
345060,Stay Alight,156,80,3,-,399
708172,OMSI 2 Addon Downloadpack Vol 5  KIMenschen,39,71,2,-,699
1204220,Mommy,0,0,0,-,199
1093670,ATTACK OF THE EVIL POOP,0,0,0,-,499
820210,Ashi Wash,0,0,0,-,299
1161160,talesshop puzzle,174,93,3,-,0
290380,Micron,98,95,3,-,299
564700,Scar of the Doll,0,0,0,-,399
973800,Dragon World,41,68,3,-,199
787710,Comrades and Barons Solitaire of Bloody 1919,0,0,0,-,999
654090,High clear VR,0,0,0,-,199
289380,Konung 3 Ties of the Dynasty,0,0,0,-,299
514050,Uprising 2 Lead and Destroy,0,0,0,-,699
696280,SOLE,0,0,0,e,149
621500,TrueScale,30,43,3,-,199
542290,Da Capo 3 R,0,0,0,-,399
578890,Selatria Advent of the Dakkrian Empire,13,76,2,-,499
354310,Claws  Feathers,0,0,0,-,699
1196040,OMSI 2 Addon Downloadpack Vol 7  KIBusse,17,52,3,-,129
461340,A Timely Intervention,0,0,0,-,999
211440,Adventures of Shuggy,257,88,3,-,499
316320,DisneyPixar Cars Toon Maters Tall Tales,17,41,3,e,199
975620,Project DeepWeb,0,0,0,-,499
471260,Osozaki  Late Blooming  First,38,78,2,-,999
1070300,Power Brain Trainer,0,0,0,-,119
592660,Zen Garden,30,76,2,-,499
923900,Lightning Angel Litona Liliche,0,0,0,-,119
1010230,Bleep Bloop,0,0,0,-,399
1025130,Oik Memory 3,0,0,0,-,99
73035,Magicka Final Frontier,19,68,3,t,299
1273390,Baby Shark VR Dancing,13,61,3,-,999
368180,Polyball,108,75,2,-,149
289460,RC Cars,212,76,2,-,299
443800,Ruckus Ridge VR Party,52,63,3,-,999
879740,Epic Skater 2,0,0,0,-,149
545340,Companion,60,95,3,-,999
1103510,JiangHu Record  Of Another World,29,48,3,-,999
410570,Gunjack,208,79,2,t,499
44660,RETRO  Expansion Pack for RACE 07,0,0,0,e,399
546410,Grab the Bottle,0,0,0,-,299
943130,Cattle Call Hollywood Talent Manager,108,41,3,-,999
818150,Retro Hacker,0,0,0,-,999
645460,Mind Maze,56,71,2,-,99
382490,Relic Hunters Zero,22,81,3,-,0
292090,Rube Works The Official Rube Goldberg Invention Game,0,0,0,-,499
875610,LoopLoop DX,10,100,3,-,0
406580,METAL GEAR SOLID V THE PHANTOM PAIN  Tuxedo,79,65,3,m,99
214700,Thirty Flights of Loving,1087,65,3,-,499
422650,Megamagic Wizards of the Neon Age,20,55,3,-,999
1079310,Elemental Girls,0,0,0,-,99
781590, ,61,81,3,-,599
251310,Eleusis,185,58,3,-,149
715690,Putrefaction 2 Rumble in the hometown,57,82,3,m,0
405370,Sky Break,444,64,3,-,999
261940,The Mysterious Cities of Gold,0,0,0,e,119
1041690,Mace and Grace action fight blood fitness arcade,0,0,0,-,999
312010,Bird Assassin,245,90,3,-,199
338760,Death Ray Manta SE,57,92,3,-,199
965830,Deported Drain the Swamp,53,88,3,-,99
890310,Shadow Brawlers,0,0,0,-,149
546330,SPACE MOUSE 35th Anniversary edition,0,0,0,-,499
1086450,Oik Memory Endgame,0,0,0,-,99
586660,Trackless,0,0,0,-,999
344810,Total Extreme Wrestling 2010,72,77,2,-,149
429280,Gems of the Aztecs,35,71,2,-,499
388260,Super Slam Dunk Touchdown,0,0,0,-,150
441160,Saw,0,0,0,-,399
949890,Physical Exorcism Case 01,28,78,2,-,299
698590,DemonsTier,18,77,2,-,999
391250,Alien Robot Monsters,103,85,3,-,599
281410,Ubersoldier II,307,73,2,-,999
1125630,This War of Mine Stories  Fading Embers ep 3,299,66,3,-,399
435460,NotCoD,53,94,3,-,499
634120,Inmates,154,62,3,m,999
488960,Star Vikings Forever,0,0,0,e10,999
1022610,Alchemic Dungeons DX,0,0,0,t,799
4709,Pinball FX3  Marvel Pinball Season 2 Bundle,0,0,0,-,295
451310,A Fold Apart,32,75,2,e,199
1275770,The Narrator is a DICK  Longer Harder and Uncut,0,0,0,-,499
679660,aMAZE ZER0,126,87,3,-,99
433270,JourneyQuest Season One,123,98,3,-,199
1226490,Lost In Ferry VR,0,0,0,-,999
681790,ViKubb,0,0,0,-,399
1023570,PUZZLE ANIMALS,0,0,0,-,99
765100,Labirinto,0,0,0,-,99
744800,Banyu Lintar Angin  Little Storm,14,100,3,-,0
659480,The Initiate,122,75,2,-,999
1830,To the Moon Series 5Year Anniversary Bundle,0,0,0,-,319
423440,Choice of Kung Fu,0,0,0,-,399
246050,Farming Simulator 2013  Official Expansion Titanium,0,0,0,e,999
518650,illumine,0,0,0,-,599
443450,LASTFIGHT,58,77,2,t,149
496740,Discovering Space 2,64,73,2,-,999
463210,State of Anarchy,782,85,3,-,99
650750,HYPERNOVA Escape from Hadea,0,0,0,-,119
290400,The Golems Plight Pack,37,72,2,e10,299
466520,Drone Hunter VR,29,68,3,-,999
462375,?snr=1 7 7 230 150 674,0,0,0,-,999
888130,Starport Delta,43,69,3,-,249
521790,Ancient Frontier,86,68,3,-,249
434064,OMSI 2 Addon Strassenbahn NF6D EssenGelsenkirchen,146,44,3,-,149
913110,Desktop Tree,50,96,3,-,99
1186270,Nosferatu Lilinor,0,0,0,-,119
594660,Runt of the Litter,0,0,0,-,399
569200,Space Rogue Classic,0,0,0,-,599
258678,Train Simulator Bulleid Q1 Class Loco AddOn,0,0,0,e,199
6870,Mount Your Friends Full Package,0,0,0,-,119
1079970,Mundus  Impossible Universe 2,0,0,0,-,0
884990,Absinth,60,80,3,-,499
1155460,The Academy The First Riddle,20,50,3,-,199
520430,KoiKoi Japan  UKIYOE tours Vol2,10,50,3,-,199
538000,Hop Step Sing Kisekiteki Shining HQ Edition,0,0,0,-,499
726340,Alchemists Castle,0,0,0,-,99
656490,Automobile Tycoon,37,54,3,-,149
1203370,Survival Classic,85,62,3,-,499
939120,Grand Guilds,55,61,3,-,199
1147030,The Terrible Old Man,333,86,3,-,0
682610,iubes2,16,75,2,-,149
319560,Reprisal Universe,323,78,2,-,699
812110,Alice in Wonderland  Hidden Objects,28,64,3,-,199
391170,Void Invaders,227,89,3,-,299
317202,Lords of the Fallen  The Foundation Boost,21,71,2,m,199
317890,Lovely Planet OST,0,0,0,-,299
270270,Frozen State,492,65,3,-,119
1072860,Real Scary,0,0,0,-,99
1196800,TaniNani,0,0,0,-,499
361100,Dual Souls The Last Bearer,0,0,0,-,999
978470,Clicker Glad Valakas,138,79,2,-,199
1215870,The Walking Evil,49,55,3,-,129
1248140,Trailer Trashers,0,0,0,m,499
491495,FSX Steam Edition North American XB70 Valkyrie AddOn,29,58,3,e,129
887960,Mystery Case Files Rewind Collectors Edition,11,54,3,-,999
290402,Dark Aurora Pack,24,62,3,e10,199
275830,7 Wonders Magical Mystery Tour,0,0,0,-,699
395900,Backgammon Blitz,111,57,3,-,399
1011130,Life is Pointless,66,87,3,-,99
691190,Desktop Audio Visualizer,42,57,3,-,299
540740,Perfect,52,44,3,e,999
1103310,Sea Bubble,56,100,3,-,499
566940,Claws  Feathers 2,0,0,0,-,699
440760,Cube Destroyer,969,85,3,-,99
440760,Cube Destroyer,969,85,3,-,99
45400,Fortix,549,93,3,e,99
1355980,Minimal Maze,0,0,0,-,0
45450,Fortix 2,245,92,3,-,199
13807,Deep Sky Derelicts Definitive Edition,0,0,0,-,247
728070,Shark Week Operation Apex,21,66,3,-,999
370650,Invisible Inc Soundtrack,0,0,0,-,499
504410,Escape from Pleasure Planet,28,64,3,-,149
329690,BasketBelle,64,84,3,-,499
1143710,  Dark Reflection,0,0,0,-,499
216290,Gateways,151,92,3,-,499
691250,Charlie the Duck,0,0,0,-,699
299020,Runaway Express Mystery,20,65,3,-,699
370640,Midnights Blessing,18,55,3,-,999
1207850,Project RTD Random Tower Defense PvP,14,21,2,-,0
20710,Mr Robot,72,83,3,-,799
787040,Perfect Heist,193,67,3,-,499
745790,Chambara,0,0,0,e10,699
1089310,Nordlicht,0,0,0,-,499
777650,Yet Another Research Dog,302,83,3,-,99
680910,HIVESWAP Act 1 Original Soundtrack,0,0,0,e10,799
491700,Gotta Go,15,66,3,-,0
576810,2 Ninjas 1 Cup,118,82,3,-,99
499400,The Path of Greatest Resistance,51,82,3,-,399
306890,Awesomenauts  Grim Genji Skin,0,0,0,-,499
1031790,Eternower,0,0,0,-,0
569340,ThinginItself,67,76,2,-,249
496630,Empty Horizons,60,91,3,-,299
618370,Rescue Quest Gold,0,0,0,e,999
337970,Wildlife Park  Wild Creatures,24,66,3,e,599
206230,Clan of Champions,46,60,3,m,199
340880,Solar War,0,0,0,-,499
928840,Cybarian The Time Travelling Warrior,42,64,3,-,599
301897,NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution  DLC8 Variety Pack 2,0,0,0,t,199
1034950,Mad Princess The Great Gladiators,0,0,0,-,179
310030,Europa Universalis IV Republican Music Pack,28,64,3,t,199
110400,inMomentum,57,87,3,-,999
109200,Legend of Fae,91,79,2,-,999
1214540,SUPER CIRCUIT BREAKERS,51,82,3,-,0
778080,40 Winks,12,50,3,-,129
73030,Magicka Wizards Survival Kit,40,77,2,t,99
368890,ARK The Great Escape,85,91,3,-,799
379190,SW4II  Weapon Set,0,0,0,t,399
200490,Memento Mori,124,62,3,m,129
232050,Eador Masters of the Broken World,1390,66,3,-,199
1382370,ProjectTeo,0,0,0,-,119
359521,Survarium  Ultimate Steam Starter Pack,0,0,0,-,999
585260,Antagonist,0,0,0,-,299
1273450,Selfless Heroes,23,73,2,-,599
372830,Fitz the Fox,64,81,3,-,399
562384,TS Marketplace Miami  West Palm Beach Scenario Pack 01 AddOn,11,45,3,rp,999
567270,HORROR OF THE DEEP,0,0,0,-,0
504400,Optika,152,80,3,e,499
259390,Ballpoint Universe  Infinite,164,87,3,-,399
702810,Shooty Skies,10,100,3,-,0
381900,Bards Gold,84,84,3,e,799
365580,Beeswing,64,93,3,-,499
376949,Train Simulator BB 1044 Loco AddOn,0,0,0,e,199
684060,The Hero Unmasked,0,0,0,-,599
1084570,The Lar,15,100,3,-,0
489660,Fabric,93,83,3,-,999
5991,Remothered Tormented Fathers Deluxe Edition,0,0,0,-,263
226120,Weird Worlds Return to Infinite Space,120,72,2,-,499
6820,?snr=1 7 7 230 150 678,0,0,0,-,999
445750,Settled,80,87,3,-,99
457490,Forgotten Not Lost  A Kinetic Novel,102,89,3,-,199
384570,Zanzarah The Hidden Portal,574,66,3,-,799
5387,Rocco Pack,0,0,0,-,103
569720,TUNNEL DIVERS,124,90,3,-,0
212030,Kung Fu Strike  The Warriors Rise,655,79,2,t,999
509780,Fire Arrow Plus,0,0,0,-,499
7495,VR Vacate the Rooms,0,0,0,-,938
10760,Age of Fear The Undead King Upgrade,0,0,0,-,337
1300680,Goblin Jargon,39,48,3,-,99
222660,RetroGrade,191,87,3,e,999
11330,Obulis,503,83,3,-,499
490910,Control Craft 3,24,62,3,-,199
1346760,Dead COVID19 in space Soundtrack,0,0,0,-,499
769550,East 73 Magenta Fairytale,76,89,3,-,199
104200,BEEP,10,80,3,-,199
835710,Tactics Maiden Remastered,0,0,0,-,149
643682,FSX Steam Edition Approach Training AddOn,12,41,3,e,199
686550,Trivia Vault Mixed Trivia,37,59,3,-,149
400350,Battle Fleet Ground Assault,30,76,2,-,149
1206960,Cloudlands 2,11,54,3,-,199
682170,Witchkin,0,0,0,-,499
964350,At Home Alone,34,97,3,-,0
338310,Warden Melody of the Undergrowth,0,0,0,-,199
378710,Viridi OST,0,0,0,-,699
407840,Guardians of Orion Phase 1,3026,54,3,-,99
12929,Erannorth Reborn  Ultimate Edition,0,0,0,-,368
406080,Ant War Domination,154,59,3,-,499
696200,Mike Dies,0,0,0,-,149
325160,Bik  A Space Adventure,0,0,0,-,499
416550,Rubber Ducky and the Rainbow Gun,106,93,3,-,99
1378330,Speedgunner Ultra,0,0,0,-,599
395410,Battle of Empires 19141918  Skirmish Pack,10,60,3,-,99
398070,Protoshift,0,0,0,-,0
37300,DinerTown Tycoon,17,52,3,-,999
1066140,Now You See  A Hand Painted Horror Adventure,52,76,2,-,499
1066140,Now You See  A Hand Painted Horror Adventure,52,76,2,-,499
648640,Antiquia Lost,0,0,0,-,999
282100,Fearless Fantasy,80,88,3,-,699
970190,Sierra Madre The Wild West,42,57,3,-,199
876850,WhiteLily 1,164,96,3,-,99
718250,Nova Flow,0,0,0,-,699
264220,Mr Bree,118,85,3,-,299
34842,Sniper Ghost Warrior  Second Strike,57,89,3,m,199
355410,Radium,101,80,3,-,299
1287020,Summer Pockets  Support Illustration Collection,0,0,0,-,129
688800,Paralysis,16,75,2,-,299
14944,Fallen Tree Games Puzzle Collection,0,0,0,-,847
696590,XXZ XXL,183,79,2,-,599
341090,On A Roll 3D,90,93,3,-,399
9653,Cows VS Vikings  OST,0,0,0,-,898
411120,Galaxy Admirals,116,81,3,-,199
670500,RC Plane 3,129,55,3,e,0
1215750,Just Arms,0,0,0,-,499
246300,Paranormal,350,63,3,-,999
11375,My Friend Pedro  Soundtrack Bundle,0,0,0,-,256
656210,ROMBY,92,72,2,-,99
793240,Merlin vs Zombies,23,78,2,-,299
449220,A grande baguna espacial  The big space mess,116,88,3,rp,99
745870,Prehistorik,0,0,0,-,999
513340,Through Abandoned The Forest,0,0,0,-,299
2719,Boogeyman 1  2 Double Pack,0,0,0,-,748
1022120,Miracle snack shop   OST,0,0,0,-,499
310810,Shiftlings,0,0,0,t,149
623170,Zombie Solitaire 2 Chapter 2,0,0,0,-,899
670610,Swaps and Traps,55,96,3,-,899
607400,Necrosphere,105,93,3,-,799
1209450,Potion Commotion,0,0,0,-,99
516760,Adam Wolfe  Season Pass,0,0,0,-,159
211360,Offspring Fling,130,90,3,-,799
757030,Christmas Stories A Christmas Carol Collectors Edition,0,0,0,-,999
444720,Inexistence,268,64,3,-,299
1210010,sokstories,0,0,0,-,299
408360,fault Series ORIGINAL SOUNDTRACK vol 1,0,0,0,-,499
822530,Pukan Bye Bye,57,78,2,-,199
948990,Grottesco Absurdus,0,0,0,-,399
1028300,Katana Soul,0,0,0,-,299
360270,Kings Quest  Chapter 2 Rubble Without A Cause,51,60,3,e10,999
454890,Project Starship,290,84,3,-,299
377760,Fox  Flock,137,85,3,-,199
429690,Astro Duel,0,0,0,-,799
1063190,Flowering Across the Hakugyokurou,92,95,3,-,99
514620,Ellipsis,0,0,0,-,499
1003750,2     Her2  I Want To See You Again,102,90,3,-,399
293900,Pivvot,178,90,3,-,499
643570,Avatar of the Wolf,0,0,0,-,399
1289330,Angry Bunny 3 Virus,0,0,0,-,299
